"Год продажи,""Неделя продажи"",""Город"",""ЖК"",""Корпус"",""Накопленная сумма продаж"",""Накопленная себестоимость"",""Накопленный объем проданных кв.м."",""Выручка за неделю"",""Количество проданных помещений за"",""Сумма проданных кв.м. за неделю"""
2024.0,48.0,Екатеринбург,Энергетик,Корпус 5,221445296,176091600,1314.3,18518974,3,645191424
2024.0,48.0,Екатеринбург,Энергетик,Корпус 4,198003552,157572624,1185.1,11918477,2,386820864
2024.0,48.0,Екатеринбург,Энергетик,Корпус 2,139366640,110752640,845.7,24714334,5,626241856
2024.0,48.0,Екатеринбург,Энергетик,Корпус 3,183034880,145654144,1095.9,34901500,8,1305067648
2024.0,48.0,Екатеринбург,Академический,Корпус 4,39001916,32181078,306.1,18505898,4,117512632
2024.0,48.0,Екатеринбург,Энергетик,Корпус 1,108257544,86038304,665.5,31561168,6,547496640
2024.0,47.0,Екатеринбург,Энергетик,Корпус 1,132528208,105476640,841.3,24931732,4,481163744
2024.0,47.0,Екатеринбург,Энергетик,Корпус 3,194163984,154168896,1199.1,24018332,5,908132096
2024.0,47.0,Екатеринбург,Энергетик,Корпус 4,224531632,178662432,1380.0,24493526,5,1060637568
2024.0,47.0,Екатеринбург,Энергетик,Корпус 2,163761040,130150568,1025.9,24673930,4,602280832
2024.0,47.0,Екатеринбург,Академический,Корпус 4,34646532,28659488,271.8,16023959,4,107078616
2024.0,47.0,Екатеринбург,Академический,Корпус 3,15188856,12635529,121.2,12635529,3,26815524
2024.0,47.0,Екатеринбург,Энергетик,Корпус 5,251426112,199909072,1527.0,21246640,4,964838656
2024.0,47.0,Верхняя Пышма,Таёжный,Корпус 2,14500408,11847115,125.8,11847115,3,31512728
2024.0,46.0,Верхняя Пышма,Таёжный,Корпус 3,23390934,18946656,203.7,12381545,3,51474064
2024.0,46.0,Екатеринбург,Академический,Корпус 4,31041774,25513170,231.4,10138128,3,80434240
2024.0,46.0,Екатеринбург,Энергетик,Корпус 4,206151584,164650800,1263.4,35913692,5,952373248
2024.0,46.0,Верхняя Пышма,Таёжный,Корпус 1,4597469.5,3723950.2,36.7,3723950.2,1,4597469.5
2024.0,46.0,Екатеринбург,Энергетик,Корпус 1,74006216,59280808,440.4,38406960,7,365417568
2024.0,46.0,Екатеринбург,Маяковский,Корпус 2,6723582.0,5244394.0,39.6,4868718.5,1,6723582.0
2024.0,46.0,Екатеринбург,Энергетик,Корпус 3,161389168,128737104,975.0,31747996,7,1033495680
2024.0,46.0,Екатеринбург,Академический,Корпус 3,18678202,15375041,137.4,15375041,4,46762340
2024.0,46.0,Верхняя Пышма,Таёжный,Корпус 2,8105076.0,6565111.5,64.7,2841161.0,1,8105076.0
2024.0,46.0,Екатеринбург,Энергетик,Корпус 5,243199200,193994480,1469.8,29343684,6,1367568768
2024.0,46.0,Екатеринбург,Энергетик,Корпус 2,121337728,96989112,739.9,37708300,6,587928128
2024.0,46.0,Екатеринбург,Маяковский,Корпус 1,481635.0,375675.3,3.0,375675.3,1,481635.0
2024.0,45.0,Верхняя Пышма,Таёжный,Корпус 1,3645405.0,2952778.0,29.1,2952778.0,1,3645405.0
2024.0,45.0,Екатеринбург,Академический,Корпус 3,22642974,18567240,181.2,18567240,4,59798196
2024.0,45.0,Екатеринбург,Энергетик,Корпус 2,188431024,149930160,1193.1,28617810,5,861164288
2024.0,45.0,Екатеринбург,Энергетик,Корпус 4,242011712,192756256,1513.4,13051802,3,711509440
2024.0,45.0,Верхняя Пышма,Таёжный,Корпус 3,18666640,15171378,156.8,3426680.2,1,18666640
2024.0,45.0,Екатеринбург,Академический,Корпус 4,38887064,31887392,311.0,13320153,4,140168848
2024.0,45.0,Екатеринбург,Энергетик,Корпус 1,152419744,121312352,974.4,59761656,9,1079860096
2024.0,45.0,Екатеринбург,Энергетик,Корпус 5,283639136,225641920,1745.9,32885662,5,1324791296
2024.0,45.0,Верхняя Пышма,Таёжный,Корпус 2,14499627,11744698,120.1,8791919.0,2,22404268
2024.0,45.0,Екатеринбург,Энергетик,Корпус 3,225644384,179704448,1421.0,29774288,5,1055194304
2024.0,44.0,Екатеринбург,Энергетик,Корпус 2,138186912,111464784,856.7,32662942,7,845609728
2024.0,44.0,Екатеринбург,Энергетик,Корпус 4,240686320,193083920,1442.4,24343126,5,1143400704
2024.0,44.0,Екатеринбург,Энергетик,Корпус 3,209949744,168740800,1265.3,57276016,13,2310659584
2024.0,44.0,Екатеринбург,Академический,Корпус 3,16030710,13145182,126.4,13145182,3,32252468
2024.0,44.0,Екатеринбург,Академический,Корпус 4,45397600,37226032,341.6,24080850,7,244161280
2024.0,44.0,Верхняя Пышма,Таёжный,Корпус 2,15795441,12794307,133.7,12794307,3,28341650
2024.0,44.0,Екатеринбург,Энергетик,Корпус 1,97520072,78801840,620.7,41515576,7,519278720
2024.0,44.0,Екатеринбург,Энергетик,Корпус 5,278491680,223555968,1659.4,30472036,6,1586091776
2024.0,43.0,Екатеринбург,Энергетик,Корпус 2,89540648,71453040,545.4,31932870,8,583231104
2024.0,43.0,Верхняя Пышма,Таёжный,Корпус 1,15422768,12577677,126.4,12577677,4,37636408
2024.0,43.0,Екатеринбург,Энергетик,Корпус 3,142391488,113523032,848.1,42069988,9,1069187136
2024.0,43.0,Екатеринбург,Энергетик,Корпус 5,276329760,220060528,1599.5,67260432,13,3072203264
2024.0,43.0,Екатеринбург,Академический,Корпус 3,36930640,30873172,275.9,30873172,8,166195184
2024.0,43.0,Екатеринбург,Энергетик,Корпус 1,49675084,39520172,316.5,19670842,4,168050048
2024.0,43.0,Екатеринбург,Академический,Корпус 4,60353936,50080276,463.5,19207104,4,203972704
2024.0,43.0,Екатеринбург,Энергетик,Корпус 4,191757600,152800096,1140.7,39277064,7,1177700736
2024.0,42.0,Екатеринбург,Энергетик,Корпус 5,283136960,225857168,1645.3,72938712,14,3308942080
2024.0,42.0,Екатеринбург,Академический,Корпус 3,33924516,27818102,257.4,27818102,7,133381168
2024.0,42.0,Екатеринбург,Энергетик,Корпус 1,87940472,70457088,534.8,51848520,9,516025472
2024.0,42.0,Екатеринбург,Энергетик,Корпус 4,192067664,152918464,1135.7,37115772,7,1204145024
2024.0,42.0,Екатеринбург,Академический,Корпус 4,77040576,63431760,596.3,35613656,8,465405792
2024.0,42.0,Екатеринбург,Энергетик,Корпус 3,145270256,115802688,866.6,17029310,5,690951296
2024.0,42.0,Верхняя Пышма,Таёжный,Корпус 2,15439766,12755522,130.1,12755522,3,31487976
2024.0,42.0,Екатеринбург,Энергетик,Корпус 2,123783880,98773376,740.5,28316292,6,642402944
2024.0,41.0,Екатеринбург,Маяковский,Корпус 1,5216971.5,4283408.0,32.2,4283408.0,1,5216971.5
2024.0,41.0,Верхняя Пышма,Таёжный,Корпус 2,20548244,16910436,171.2,16910436,4,47776036
2024.0,41.0,Екатеринбург,Энергетик,Корпус 4,217421904,174193904,1306.4,54336580,11,2046738176
2024.0,41.0,Екатеринбург,Энергетик,Корпус 3,148851600,119857312,899.0,30747538,6,803341120
2024.0,41.0,Екатеринбург,Академический,Корпус 4,51729992,42834252,411.2,12456490,3,139974320
2024.0,41.0,Екатеринбург,Энергетик,Корпус 1,86261232,69319504,522.9,56342136,11,547743872
2024.0,41.0,Екатеринбург,Академический,Корпус 3,36539152,30377762,291.7,30377762,6,119887928
2024.0,41.0,Екатеринбург,Энергетик,Корпус 2,110469760,89109776,676.5,19790278,3,304551488
2024.0,41.0,Екатеринбург,Энергетик,Корпус 5,279163840,223356336,1646.7,49162436,9,2249553664
2024.0,40.0,Екатеринбург,Энергетик,Корпус 1,42479008,33694092,243.3,33694092,7,175121072
2024.0,40.0,Екатеринбург,Энергетик,Корпус 2,77889000,62073400,456.9,28379308,6,385233056
2024.0,40.0,Екатеринбург,Академический,Корпус 3,48026764,40307248,372.2,40307248,10,260791904
2024.0,40.0,Верхняя Пышма,Таёжный,Корпус 2,19013406,15400859,156.3,11950878,3,44876340
2024.0,40.0,Верхняя Пышма,Таёжный,Корпус 1,4259236.0,3449981.2,34.0,3449981.2,1,4259236.0
2024.0,40.0,Екатеринбург,Энергетик,Корпус 3,134737440,107059096,787.2,44985700,10,1090609536
2024.0,40.0,Екатеринбург,Энергетик,Корпус 4,198450496,157708816,1157.6,50649716,7,1152385920
2024.0,40.0,Екатеринбург,Академический,Корпус 4,82595760,68767760,639.0,28460510,7,475095264
2024.0,40.0,Екатеринбург,Энергетик,Корпус 5,247491200,196971472,1420.4,39262664,7,1558728704
2024.0,39.0,Екатеринбург,Энергетик,Корпус 2,68696800,54596764,402.3,32754244,7,353418432
2024.0,39.0,Екатеринбург,Маяковский,Корпус 2,5524805.5,4536156.0,34.1,4536156.0,1,5524805.5
2024.0,39.0,Екатеринбург,Академический,Корпус 4,53489276,44033308,417.9,18371924,4,187843008
2024.0,39.0,Верхняя Пышма,Таёжный,Корпус 1,4597469.5,3723950.2,36.7,3723950.2,1,4597469.5
2024.0,39.0,Екатеринбург,Энергетик,Корпус 5,174294016,138703648,996.6,21446940,4,651853696
2024.0,39.0,Екатеринбург,Энергетик,Корпус 3,93012024,74216840,541.2,19620078,4,337180000
2024.0,39.0,Екатеринбург,Энергетик,Корпус 4,147146000,117256712,845.9,43039868,9,1102728704
2024.0,39.0,Екатеринбург,Энергетик,Корпус 1,27235728,21842520,159.5,21842520,4,66199052
2024.0,39.0,Екатеринбург,Академический,Корпус 3,31084492,25661386,242.7,25661386,6,105893272
2024.0,39.0,Верхняя Пышма,Таёжный,Корпус 2,12334247,10218033,100.7,6494082.5,2,20659800
2024.0,38.0,Екатеринбург,Энергетик,Корпус 1,37216668,30104420,216.9,30104420,7,149527008
2024.0,38.0,Екатеринбург,Энергетик,Корпус 2,68500824,55382484,403.7,25278066,5,279906144
2024.0,38.0,Екатеринбург,Энергетик,Корпус 5,194954128,155981136,1120.1,46905204,6,990949120
2024.0,38.0,Екатеринбург,Академический,Корпус 3,8949260.0,7338393.0,69.2,7338393.0,2,13395233
2024.0,38.0,Екатеринбург,Энергетик,Корпус 4,135893792,109075928,798.4,23460828,5,618707008
2024.0,38.0,Екатеринбург,Энергетик,Корпус 3,106650160,85615104,629.6,30232620,6,534994016
2024.0,38.0,Верхняя Пышма,Таёжный,Корпус 2,4008692.8,3247041.2,32.0,3247041.2,1,4008692.8
2024.0,38.0,Екатеринбург,Академический,Корпус 4,47876180,39361796,367.4,32023402,8,245124608
2024.0,37.0,Екатеринбург,Энергетик,Корпус 4,120946136,96113216,711.2,28990382,6,623177152
2024.0,37.0,Екатеринбург,Энергетик,Корпус 5,143406112,113856600,847.4,17743382,3,402301408
2024.0,37.0,Екатеринбург,Академический,Корпус 4,27733376,23024924,215.9,13574471,3,66918824
2024.0,37.0,Екатеринбург,Энергетик,Корпус 3,84567944,67122832,490.9,13419060,3,239489104
2024.0,37.0,Екатеринбург,Академический,Корпус 3,11524942,9450452.0,89.5,9450452.0,2,18410132
2024.0,37.0,Екатеринбург,Энергетик,Корпус 1,29985028,23688172,167.7,23688172,5,93352312
2024.0,37.0,Верхняя Пышма,Таёжный,Корпус 2,8713744.0,7058132.5,72.5,7058132.5,2,12729801
2024.0,37.0,Екатеринбург,Энергетик,Корпус 2,67894696,53703776,395.9,30015602,6,295536960
2024.0,36.0,Екатеринбург,Энергетик,Корпус 2,101559624,80924648,584.9,47265740,9,667020800
2024.0,36.0,Екатеринбург,Энергетик,Корпус 3,164542224,130782696,968.9,49858052,9,1197182208
2024.0,36.0,Екатеринбург,Энергетик,Корпус 4,186130784,148182736,1107.3,17400040,3,531705408
2024.0,36.0,Екатеринбург,Энергетик,Корпус 5,247816224,196914240,1448.7,48731508,9,1947472896
2024.0,36.0,Екатеринбург,Энергетик,Корпус 1,42606208,33658904,247.9,33658904,6,149401552
2024.0,36.0,Екатеринбург,Академический,Корпус 4,53749256,44502576,421.7,15061722,4,186708192
2024.0,36.0,Верхняя Пышма,Таёжный,Корпус 1,3671823.5,2974177.0,32.0,2974177.0,1,3671823.5
2024.0,36.0,Екатеринбург,Академический,Корпус 3,35381304,29440854,283.6,29440854,7,143588064
2024.0,35.0,Екатеринбург,Маяковский,Корпус 1,5589612.5,4589366.0,34.5,4589366.0,1,5589612.5
2024.0,35.0,Екатеринбург,Энергетик,Корпус 1,41948540,33541000,247.4,33541000,6,131316664
2024.0,35.0,Екатеринбург,Энергетик,Корпус 3,114145128,90867528,678.2,39977920,6,550662592
2024.0,35.0,Екатеринбург,Энергетик,Корпус 4,126214232,100402128,745.7,9534595.0,2,246599536
2024.0,35.0,Екатеринбург,Энергетик,Корпус 5,150733312,120410624,883.2,20008500,4,566830656
2024.0,35.0,Екатеринбург,Академический,Корпус 4,8474368.0,6948981.5,62.1,3245096.0,1,8474368.0
2024.0,35.0,Екатеринбург,Академический,Корпус 3,4516933.5,3703885.5,33.1,3703885.5,1,4516933.5
2024.0,35.0,Екатеринбург,Энергетик,Корпус 2,63908804,50889608,375.3,17348610,3,171786608
2024.0,34.0,Екатеринбург,Академический,Корпус 4,23758252,19481766,174.1,7374201.0,2,42876752
2024.0,34.0,Екатеринбург,Энергетик,Корпус 5,147680784,117961072,844.6,23692584,5,684414976
2024.0,34.0,Екатеринбург,Академический,Корпус 3,14765324,12107565,108.2,12107565,3,29912744
2024.0,34.0,Екатеринбург,Энергетик,Корпус 4,118166144,94268488,682.4,27520396,5,520684288
2024.0,34.0,Екатеринбург,Энергетик,Корпус 3,84028160,66748092,477.7,19704830,4,295882272
2024.0,34.0,Екатеринбург,Энергетик,Корпус 1,34929240,27959944,203.1,27959944,5,99759472
2024.0,34.0,Екатеринбург,Энергетик,Корпус 2,59085336,47043260,338.2,19083316,4,199400928
2024.0,33.0,Екатеринбург,Энергетик,Корпус 1,34466448,27885164,201.0,27885164,6,121374440
2024.0,33.0,Екатеринбург,Энергетик,Корпус 5,186780240,149519584,1080.0,25604708,5,875095744
2024.0,33.0,Екатеринбург,Энергетик,Корпус 4,154369216,123914880,903.7,29485840,6,840229120
2024.0,33.0,Екатеринбург,Энергетик,Корпус 2,89784320,72276448,523.0,44391280,7,435322432
2024.0,33.0,Екатеринбург,Академический,Корпус 4,27129056,22450266,220.6,8047635.0,2,50945740
2024.0,33.0,Екатеринбург,Академический,Корпус 3,17564184,14402632,135.6,14402632,4,43017312
2024.0,33.0,Екатеринбург,Энергетик,Корпус 3,117825576,94429040,686.9,22152594,5,533659392
2024.0,32.0,Екатеринбург,Энергетик,Корпус 4,138910112,111162896,862.7,13283084,3,399651232
2024.0,32.0,Екатеринбург,Энергетик,Корпус 2,65495184,52412028,397.0,34788420,8,354692960
2024.0,32.0,Екатеринбург,Энергетик,Корпус 5,172461328,137668352,1048.3,26505458,5,797648896
2024.0,32.0,Екатеринбург,Энергетик,Корпус 3,122559184,97879816,765.5,45467788,7,664924608
2024.0,32.0,Екатеринбург,Энергетик,Корпус 1,21900324,17623610,133.4,17623610,3,39250960
2024.0,32.0,Екатеринбург,Академический,Корпус 3,11631941,9625932.0,95.0,9625932.0,2,16237576
2024.0,32.0,Екатеринбург,Академический,Корпус 4,15493851,12792698,123.3,3166766.2,1,15493851
2024.0,31.0,Екатеринбург,Академический,Корпус 3,15935186,13066852,125.5,13066852,3,31665676
2024.0,31.0,Екатеринбург,Энергетик,Корпус 1,11164372,9096710.0,64.4,9096710.0,2,15820366
2024.0,31.0,Екатеринбург,Энергетик,Корпус 4,60431304,48432444,347.7,9746475.0,2,115140952
2024.0,31.0,Екатеринбург,Энергетик,Корпус 3,48093992,38685972,278.7,12938799,3,128490216
2024.0,31.0,Екатеринбург,Академический,Корпус 4,37724396,30934006,302.5,17867154,4,117166352
2024.0,31.0,Екатеринбург,Энергетик,Корпус 5,97559944,77764072,558.7,29331624,5,423205696
2024.0,31.0,Екатеринбург,Энергетик,Корпус 2,32063892,25747172,187.1,16650462,3,75558568
2024.0,31.0,Екатеринбург,Маяковский,Корпус 1,4244865.0,3485257.5,26.2,3485257.5,1,4244865.0
2024.0,30.0,Екатеринбург,Академический,Корпус 4,33083686,27248634,250.9,15622238,4,103283200
2024.0,30.0,Екатеринбург,Энергетик,Корпус 5,99016672,79270184,569.2,38595460,7,548992512
2024.0,30.0,Екатеринбург,Энергетик,Корпус 1,10253758,8710182.0,65.1,8710182.0,2,15735123
2024.0,30.0,Екатеринбург,Энергетик,Корпус 2,50625352,40674720,301.3,31964540,7,227273568
2024.0,30.0,Екатеринбург,Академический,Корпус 3,14101771,11626396,103.9,11626396,3,27029958
2024.0,29.0,Екатеринбург,Академический,Корпус 3,22675230,18593688,179.6,18593688,4,51361044
2024.0,29.0,Екатеринбург,Энергетик,Корпус 1,12516112,9887728.0,70.0,9887728.0,2,19131772
2024.0,29.0,Екатеринбург,Академический,Корпус 4,46970652,38515932,368.0,19922246,5,188796912
2024.0,29.0,Екатеринбург,Энергетик,Корпус 2,44528624,35494020,259.6,25606292,5,162211408
2024.0,29.0,Екатеринбург,Маяковский,Корпус 2,4261067.0,3498560.2,26.3,3498560.2,1,4261067.0
2024.0,29.0,Екатеринбург,Энергетик,Корпус 5,93001808,74011536,532.0,38517520,6,423986816
2024.0,28.0,Екатеринбург,Академический,Корпус 4,42577756,35371444,324.7,18473548,5,167122624
2024.0,28.0,Екатеринбург,Энергетик,Корпус 3,58737800,46913988,354.5,13464523,2,110681144
2024.0,28.0,Екатеринбург,Энергетик,Корпус 2,41694100,33449464,247.3,16253263,3,100438280
2024.0,28.0,Екатеринбург,Энергетик,Корпус 1,21366828,17196202,127.0,17196202,4,62512356
2024.0,28.0,Екатеринбург,Энергетик,Корпус 5,99282344,79028600,584.2,32114608,6,496396128
2024.0,28.0,Екатеринбург,Академический,Корпус 3,20120886,16897896,156.1,16897896,4,46867684
2024.0,27.0,Екатеринбург,Энергетик,Корпус 4,55841628,45260896,324.2,5141619.0,1,55841628
2024.0,27.0,Екатеринбург,Энергетик,Корпус 3,49495956,40119276,287.8,3771462.2,1,49495956
2024.0,27.0,Екатеринбург,Академический,Корпус 4,32561632,27269998,246.4,3569605.8,1,32561632
2024.0,27.0,Екатеринбург,Энергетик,Корпус 1,23753444,19312670,140.5,19312670,4,59493944
2024.0,27.0,Екатеринбург,Академический,Корпус 3,28317284,23700392,214.5,23700392,7,108073712
2024.0,27.0,Екатеринбург,Энергетик,Корпус 2,44841304,36347816,261.1,17035144,4,148468304
2024.0,27.0,Екатеринбург,Энергетик,Корпус 5,67645312,54881280,388.7,9620386.0,2,130321560
2024.0,26.0,Екатеринбург,Академический,Корпус 3,44038652,37037636,357.7,37037636,9,226892048
2024.0,26.0,Екатеринбург,Академический,Корпус 4,92881920,78116072,731.4,41078440,11,773785920
2024.0,26.0,Екатеринбург,Энергетик,Корпус 3,84224328,68243296,490.6,15783177,3,232322080
2024.0,26.0,Екатеринбург,Энергетик,Корпус 5,187110336,152236368,1092.9,49378864,9,1400491392
2024.0,26.0,Екатеринбург,Энергетик,Корпус 2,64745088,52460124,374.1,23094908,5,266893344
2024.0,26.0,Екатеринбург,Энергетик,Корпус 4,126944376,102857496,741.4,34614196,8,856393984
2024.0,26.0,Екатеринбург,Энергетик,Корпус 1,36241876,29365214,210.6,29365214,6,122597464
2024.0,25.0,Екатеринбург,Энергетик,Корпус 2,68818968,56723476,418.9,33364754,7,358190720
2024.0,25.0,Екатеринбург,Энергетик,Корпус 3,92517824,76099688,563.3,19376212,4,335163680
2024.0,25.0,Екатеринбург,Маяковский,Корпус 2,5233173.5,4296710.5,32.3,4296710.5,1,5233173.5
2024.0,25.0,Екатеринбург,Энергетик,Корпус 5,153882688,125845232,918.7,19575216,4,577775616
2024.0,25.0,Екатеринбург,Энергетик,Корпус 1,27906472,23358722,179.4,23358722,4,67414704
2024.0,25.0,Екатеринбург,Академический,Корпус 3,11564609,9726133.0,92.1,9726133.0,2,16234723
2024.0,25.0,Екатеринбург,Академический,Корпус 4,43129304,36272848,343.1,26546718,6,172086608
2024.0,25.0,Екатеринбург,Энергетик,Корпус 4,129723408,106270016,784.4,30170332,6,678316416
2024.0,24.0,Екатеринбург,Энергетик,Корпус 5,142832480,117063008,857.2,44703848,8,950893440
2024.0,24.0,Екатеринбург,Энергетик,Корпус 2,61689780,50563048,380.0,31594184,6,272499904
2024.0,24.0,Екатеринбург,Академический,Корпус 4,30716792,25833610,240.0,17328202,4,89103496
2024.0,24.0,Екатеринбург,Энергетик,Корпус 4,88388888,72359160,537.6,12811671,3,250402128
2024.0,24.0,Екатеринбург,Энергетик,Корпус 3,72778168,59547488,446.9,8984440.0,2,139977728
2024.0,24.0,Екатеринбург,Энергетик,Корпус 1,23105190,18968864,146.7,18968864,3,50332204
2024.0,24.0,Екатеринбург,Академический,Корпус 3,10113136,8505407.0,80.1,8505407.0,2,14783250
2024.0,23.0,Екатеринбург,Академический,Корпус 4,25931770,21809284,194.9,10664057,3,64210736
2024.0,23.0,Екатеринбург,Энергетик,Корпус 4,168355584,137087968,983.9,32703284,7,1056178048
2024.0,23.0,Екатеринбург,Энергетик,Корпус 2,89669704,73620736,531.4,36901276,7,484787552
2024.0,23.0,Екатеринбург,Энергетик,Корпус 3,127993928,104384680,749.3,30763946,5,550183488
2024.0,23.0,Екатеринбург,Энергетик,Корпус 5,266987088,216932464,1554.7,79844496,14,3072757504
2024.0,23.0,Екатеринбург,Академический,Корпус 3,13251946,11145227,99.6,11145227,3,27581610
2024.0,23.0,Екатеринбург,Энергетик,Корпус 1,44849864,36719460,265.0,36719460,9,238039200
2024.0,22.0,Екатеринбург,Энергетик,Корпус 4,187524688,150378112,1095.6,47588016,10,1594368640
2024.0,22.0,Екатеринбург,Энергетик,Корпус 3,127429736,102790104,750.9,42059528,9,931254656
2024.0,22.0,Екатеринбург,Академический,Корпус 3,16681299,13771822,132.0,13771822,3,32675846
2024.0,22.0,Екатеринбург,Академический,Корпус 4,33726800,27749132,262.0,13977310,3,82236816
2024.0,22.0,Екатеринбург,Энергетик,Корпус 2,74971632,60730576,446.9,38935196,7,372038688
2024.0,22.0,Екатеринбург,Энергетик,Корпус 1,27081380,21795378,154.3,21795378,5,78528320
2024.0,22.0,Екатеринбург,Энергетик,Корпус 5,223582160,178964944,1292.3,28586820,5,1033938816
2024.0,21.0,Екатеринбург,Энергетик,Корпус 5,209115632,167052480,1209.7,52301056,10,1780110976
2024.0,21.0,Екатеринбург,Академический,Корпус 3,33975112,28324908,262.2,28324908,7,140174608
2024.0,21.0,Екатеринбург,Энергетик,Корпус 2,66963756,53095356,385.5,27087498,6,305828768
2024.0,21.0,Екатеринбург,Энергетик,Корпус 3,115297320,92052872,682.0,38957520,7,652964608
2024.0,21.0,Екатеринбург,Академический,Корпус 4,49870292,41449744,384.9,13124837,3,130129504
2024.0,21.0,Екатеринбург,Энергетик,Корпус 1,32779132,26007856,189.1,26007856,5,97407624
2024.0,21.0,Екатеринбург,Энергетик,Корпус 4,143922800,114751424,849.0,22698552,6,800941632
2024.0,20.0,Екатеринбург,Энергетик,Корпус 4,296525216,236972640,1731.6,75987664,17,4272179968
2024.0,20.0,Екатеринбург,Энергетик,Корпус 2,106775000,85203928,633.2,29506114,5,455970336
2024.0,20.0,Екатеринбург,Энергетик,Корпус 3,201470544,160984976,1177.8,75781048,12,1778453888
2024.0,20.0,Екатеринбург,Энергетик,Корпус 5,380166048,303292000,2181.2,66319372,12,4026073088
2024.0,20.0,Екатеринбург,Академический,Корпус 4,34295848,28195510,260.5,28195510,7,129720560
2024.0,20.0,Екатеринбург,Энергетик,Корпус 1,69668648,55697816,416.3,55697816,11,396998112
2024.0,19.0,Екатеринбург,Энергетик,Корпус 2,63272748,50787584,375.1,30045504,5,238447776
2024.0,19.0,Екатеринбург,Энергетик,Корпус 5,216651536,173093504,1272.8,31208472,6,1193782528
2024.0,19.0,Екатеринбург,Академический,Корпус 3,19840268,16269020,154.1,16269020,4,45569048
2024.0,19.0,Екатеринбург,Энергетик,Корпус 1,25240464,20742080,152.0,20742080,5,86366264
2024.0,19.0,Екатеринбург,Энергетик,Корпус 4,178106640,141885040,1050.7,67158320,13,1786678016
2024.0,19.0,Екатеринбург,Академический,Корпус 4,35330088,28970672,286.5,12701652,2,62241632
2024.0,19.0,Екатеринбург,Энергетик,Корпус 3,93503832,74726712,549.4,23939130,5,407428320
2024.0,18.0,Екатеринбург,Академический,Корпус 3,42565368,34903604,320.3,34903604,9,203103216
2024.0,18.0,Екатеринбург,Энергетик,Корпус 5,253066976,201220176,1456.9,20722886,4,975165888
2024.0,18.0,Екатеринбург,Энергетик,Корпус 4,226835472,180497296,1310.9,43839136,9,1818500096
2024.0,18.0,Екатеринбург,Энергетик,Корпус 1,49863540,39513816,282.9,39513816,9,246222352
2024.0,18.0,Екатеринбург,Академический,Корпус 4,67286496,55300812,511.3,20397210,5,288221248
2024.0,18.0,Екатеринбург,Энергетик,Корпус 2,77435200,61617772,442.5,22103956,5,333865600
2024.0,18.0,Екатеринбург,Энергетик,Корпус 3,171913984,136658160,988.2,75040392,15,1885706752
2024.0,17.0,Екатеринбург,Энергетик,Корпус 3,121026272,96398952,693.3,29311822,7,739373696
2024.0,17.0,Екатеринбург,Академический,Корпус 4,22606502,18687278,167.0,3569605.8,1,22606502
2024.0,17.0,Екатеринбург,Энергетик,Корпус 1,44113108,35215204,251.8,35215204,7,176327712
2024.0,17.0,Екатеринбург,Энергетик,Корпус 4,161880512,128767032,930.8,32368080,6,871013888
2024.0,17.0,Екатеринбург,Энергетик,Корпус 2,84457320,67087128,482.2,31871924,6,398857952
2024.0,17.0,Екатеринбург,Академический,Корпус 3,18253324,15117672,135.1,15117672,4,45376760
2024.0,17.0,Екатеринбург,Энергетик,Корпус 5,221822384,176904160,1264.3,48137136,10,1948292736
2024.0,16.0,Екатеринбург,Энергетик,Корпус 3,129691128,103409848,766.8,36471708,7,759817344
2024.0,16.0,Екатеринбург,Энергетик,Корпус 4,162433280,129485200,951.4,26075352,5,747708416
2024.0,16.0,Екатеринбург,Энергетик,Корпус 1,31293896,25048114,190.9,25048114,4,73893776
2024.0,16.0,Екатеринбург,Энергетик,Корпус 2,83678152,66938136,493.7,41890024,9,541567680
2024.0,16.0,Екатеринбург,Академический,Корпус 4,30258654,25368716,235.7,8123930.0,2,55727448
2024.0,16.0,Екатеринбург,Энергетик,Корпус 5,222446016,177523648,1297.4,48038444,8,1553323264
2024.0,16.0,Екатеринбург,Академический,Корпус 3,20351422,17244786,163.1,17244786,4,47911948
2024.0,15.0,Екатеринбург,Академический,Корпус 4,60667740,50154640,451.4,24865270,7,333466784
2024.0,15.0,Екатеринбург,Академический,Корпус 3,30423116,25289370,226.0,25289370,7,121411352
2024.0,15.0,Екатеринбург,Энергетик,Корпус 4,172322992,137933648,995.2,28086426,6,947122624
2024.0,15.0,Екатеринбург,Энергетик,Корпус 1,71961656,58265532,425.3,58265532,12,464012576
2024.0,15.0,Екатеринбург,Энергетик,Корпус 5,225478112,180562304,1291.5,42628668,8,1607638144
2024.0,15.0,Екатеринбург,Энергетик,Корпус 3,136920752,109847216,793.2,26043094,6,737487744
2024.0,15.0,Екатеринбург,Энергетик,Корпус 2,103954808,83804120,606.1,25538590,6,547334976
2024.0,14.0,Екатеринбург,Энергетик,Корпус 1,64968660,51993380,366.7,51993380,9,275454304
2024.0,14.0,Екатеринбург,Энергетик,Корпус 2,116375352,92781192,658.1,40787812,9,832099136
2024.0,14.0,Екатеринбург,Энергетик,Корпус 4,174484224,138687200,987.0,37346060,6,901902784
2024.0,14.0,Екатеринбург,Академический,Корпус 3,3684507.8,3021296.2,27.0,3021296.2,1,3684507.8
2024.0,14.0,Екатеринбург,Энергетик,Корпус 5,218962256,173824832,1240.9,35137640,5,984795968
2024.0,14.0,Екатеринбург,Энергетик,Корпус 3,127210736,101341144,718.7,8559948.0,2,249415024
